timestamp,Office_Allyson
21-01-2015 23:00,17.12
22-01-2015 00:00,16.26
22-01-2015 01:00,15.64
22-01-2015 02:00,14.73
22-01-2015 03:00,13.83
22-01-2015 04:00,12.82
22-01-2015 05:00,12.58
22-01-2015 06:00,18.44
22-01-2015 07:00,32.32
22-01-2015 08:00,34.95
22-01-2015 09:00,35.95
22-01-2015 10:00,33.06
22-01-2015 11:00,33.18
22-01-2015 12:00,31.93
22-01-2015 13:00,35.65
22-01-2015 14:00,35.11
22-01-2015 15:00,32.28
22-01-2015 16:00,28.73
22-01-2015 17:00,24.7
22-01-2015 18:00,20.18
22-01-2015 19:00,18.32
22-01-2015 20:00,15.18
22-01-2015 21:00,14.25
22-01-2015 22:00,13.71
22-01-2015 23:00,14.4
23-01-2015 00:00,14.06
23-01-2015 01:00,13.82
23-01-2015 02:00,13.33
23-01-2015 03:00,15.04
23-01-2015 04:00,12.33
23-01-2015 05:00,12.41
23-01-2015 06:00,36.76
23-01-2015 07:00,31.3975
23-01-2015 08:00,41.105
23-01-2015 09:00,50.37
23-01-2015 10:00,36.85
23-01-2015 11:00,34.36
23-01-2015 12:00,38.33
23-01-2015 13:00,34.15
23-01-2015 14:00,31.93
23-01-2015 15:00,30.82
23-01-2015 16:00,29.25
23-01-2015 17:00,21.61
23-01-2015 18:00,19.3
23-01-2015 19:00,24.72
23-01-2015 20:00,17.43
23-01-2015 21:00,13.93
23-01-2015 22:00,13.59
23-01-2015 23:00,13.28
24-01-2015 00:00,13.68
24-01-2015 01:00,13.94
24-01-2015 02:00,13
24-01-2015 03:00,13.3
24-01-2015 04:00,13.3
24-01-2015 05:00,13.35
24-01-2015 06:00,13.77
24-01-2015 07:00,13.26
24-01-2015 08:00,12.33
24-01-2015 09:00,11.86
24-01-2015 10:00,13.27
24-01-2015 11:00,13.08
24-01-2015 12:00,13.22
24-01-2015 13:00,13.37
24-01-2015 14:00,13.34
24-01-2015 15:00,13.22
24-01-2015 16:00,13.54
24-01-2015 17:00,13.52
24-01-2015 18:00,13.49
24-01-2015 19:00,14.02
24-01-2015 20:00,13.88
24-01-2015 21:00,14.22
24-01-2015 22:00,13.31
24-01-2015 23:00,13.73
25-01-2015 00:00,13.27
25-01-2015 01:00,13.82
25-01-2015 02:00,14.04
25-01-2015 03:00,13.31
25-01-2015 04:00,13.75
25-01-2015 05:00,13.07
25-01-2015 06:00,14.08
25-01-2015 07:00,12.67
25-01-2015 08:00,12.02
25-01-2015 09:00,12.36
25-01-2015 10:00,12.51
25-01-2015 11:00,13.9
25-01-2015 12:00,13.59
25-01-2015 13:00,12.76
25-01-2015 14:00,12.92
25-01-2015 15:00,13.14
25-01-2015 16:00,13.37
25-01-2015 17:00,13.31
25-01-2015 18:00,13.58
25-01-2015 19:00,12.77
25-01-2015 20:00,12.91
25-01-2015 21:00,13.34
25-01-2015 22:00,13.25
25-01-2015 23:00,12.98
26-01-2015 00:00,13.53
26-01-2015 01:00,13.05
26-01-2015 02:00,13.48
26-01-2015 03:00,13.31
26-01-2015 04:00,12.66
26-01-2015 05:00,12.8
26-01-2015 06:00,23.24
26-01-2015 07:00,28.3275
26-01-2015 08:00,32.66
26-01-2015 09:00,32.9725
26-01-2015 10:00,59.67
26-01-2015 11:00,44.82
26-01-2015 12:00,38.72
26-01-2015 13:00,39.53
26-01-2015 14:00,37.96
26-01-2015 15:00,37.05
26-01-2015 16:00,35.97
26-01-2015 17:00,30.88
26-01-2015 18:00,26.68
26-01-2015 19:00,27.15
26-01-2015 20:00,18.65
26-01-2015 21:00,14.47
26-01-2015 22:00,14.29
26-01-2015 23:00,13.88
27-01-2015 00:00,14.3
27-01-2015 01:00,15.58
27-01-2015 02:00,14.76
27-01-2015 03:00,14.01
27-01-2015 04:00,13.45
27-01-2015 05:00,12.44
27-01-2015 06:00,29.41
27-01-2015 07:00,47.63
27-01-2015 08:00,47.01
27-01-2015 09:00,45.91
27-01-2015 10:00,47.09
27-01-2015 11:00,38.92
27-01-2015 12:00,31.7
27-01-2015 13:00,32.83
27-01-2015 14:00,30.9
27-01-2015 15:00,30.04
27-01-2015 16:00,29.51
27-01-2015 17:00,25.08
27-01-2015 18:00,22.31
27-01-2015 19:00,21.09
27-01-2015 20:00,17.1
27-01-2015 21:00,13.81
27-01-2015 22:00,13.74
27-01-2015 23:00,13.81
28-01-2015 00:00,12.77
28-01-2015 01:00,12.47
28-01-2015 02:00,13.01
28-01-2015 03:00,12.87
28-01-2015 04:00,12.66
28-01-2015 05:00,12.71
28-01-2015 06:00,22.79
28-01-2015 07:00,37.42
28-01-2015 08:00,42.48
28-01-2015 09:00,43.97
28-01-2015 10:00,35.38
28-01-2015 11:00,33.85
28-01-2015 12:00,33.58
28-01-2015 13:00,31.54
28-01-2015 14:00,33.22
28-01-2015 15:00,32.04
28-01-2015 16:00,32.02
28-01-2015 17:00,26.36
28-01-2015 18:00,21.13
28-01-2015 19:00,19.93
28-01-2015 20:00,16.33
28-01-2015 21:00,14.62
28-01-2015 22:00,14.31
28-01-2015 23:00,15.03
29-01-2015 00:00,14.3
29-01-2015 01:00,14.47
29-01-2015 02:00,14.56
29-01-2015 03:00,14.51
29-01-2015 04:00,13.5
29-01-2015 05:00,13.63
29-01-2015 06:00,21.25
29-01-2015 07:00,28.45
29-01-2015 08:00,34.5
29-01-2015 09:00,33.26
29-01-2015 10:00,31.59
29-01-2015 11:00,32.13
29-01-2015 12:00,30.34
29-01-2015 13:00,33.78
29-01-2015 14:00,32.65
29-01-2015 15:00,33.34
29-01-2015 16:00,32.95
29-01-2015 17:00,22.98
29-01-2015 18:00,19.8
29-01-2015 19:00,20.07
29-01-2015 20:00,17.16
29-01-2015 21:00,14.06
29-01-2015 22:00,14.46
29-01-2015 23:00,14.11
30-01-2015 00:00,13.43
30-01-2015 01:00,12.76
30-01-2015 02:00,13.37
30-01-2015 03:00,13.96
30-01-2015 04:00,13.12
30-01-2015 05:00,12.46
30-01-2015 06:00,21.45
30-01-2015 07:00,32.14
30-01-2015 08:00,39.53
30-01-2015 09:00,38.64
30-01-2015 10:00,33.52
30-01-2015 11:00,32.25
30-01-2015 12:00,31.47
30-01-2015 13:00,33.65
30-01-2015 14:00,32.01
30-01-2015 15:00,31.2
30-01-2015 16:00,29.49
30-01-2015 17:00,26.44
30-01-2015 18:00,23.4
30-01-2015 19:00,22.99
30-01-2015 20:00,16.41
30-01-2015 21:00,14.42
30-01-2015 22:00,14.07
30-01-2015 23:00,14.05
31-01-2015 00:00,14.33
31-01-2015 01:00,14.55
31-01-2015 02:00,14.53
31-01-2015 03:00,13.88
31-01-2015 04:00,12.32
31-01-2015 05:00,13.09
31-01-2015 06:00,12.25
31-01-2015 07:00,11.87
31-01-2015 08:00,11.38
31-01-2015 09:00,11.29
31-01-2015 10:00,11.35
31-01-2015 11:00,12.41
31-01-2015 12:00,11.64
31-01-2015 13:00,10.81
31-01-2015 14:00,11.22
31-01-2015 15:00,11.91
31-01-2015 16:00,11.68
31-01-2015 17:00,11.27
31-01-2015 18:00,12.22
31-01-2015 19:00,11.93
31-01-2015 20:00,12.3
31-01-2015 21:00,11.63
31-01-2015 22:00,12.36
31-01-2015 23:00,12.37
01-02-2015 0:00,12.85
01-02-2015 1:00,12.23
01-02-2015 2:00,12.64
01-02-2015 3:00,12.03
01-02-2015 4:00,12.25
01-02-2015 5:00,11.96
01-02-2015 6:00,11.77
01-02-2015 7:00,12.24
01-02-2015 8:00,10.43
01-02-2015 9:00,11.3
01-02-2015 10:00,11.17
01-02-2015 11:00,10.89
01-02-2015 12:00,11.85
01-02-2015 13:00,12.34
01-02-2015 14:00,12.02
01-02-2015 15:00,12.41
01-02-2015 16:00,11.78
01-02-2015 17:00,12.34
01-02-2015 18:00,12.02
01-02-2015 19:00,12.3
01-02-2015 20:00,12.19
01-02-2015 21:00,11.93
01-02-2015 22:00,12.88
01-02-2015 23:00,12.23
02-02-2015 0:00,11.38
02-02-2015 1:00,11.81
02-02-2015 2:00,12.61
02-02-2015 3:00,11.92
02-02-2015 4:00,11.84
02-02-2015 5:00,11.74
02-02-2015 6:00,23.67
02-02-2015 7:00,28.0475
02-02-2015 8:00,33.5125
02-02-2015 9:00,34.8275
02-02-2015 10:00,55.17
02-02-2015 11:00,49.45
02-02-2015 12:00,38.21
02-02-2015 13:00,33.65
02-02-2015 14:00,34.21
02-02-2015 15:00,32.88
02-02-2015 16:00,28.79
02-02-2015 17:00,25.53
02-02-2015 18:00,20.85
02-02-2015 19:00,19.55
02-02-2015 20:00,15.76
02-02-2015 21:00,14.31
02-02-2015 22:00,14.58
02-02-2015 23:00,14.16
03-02-2015 0:00,13.71
03-02-2015 1:00,14.6
03-02-2015 2:00,14.27
03-02-2015 3:00,15.11
03-02-2015 4:00,14.25
03-02-2015 5:00,12.21
03-02-2015 6:00,31.68
03-02-2015 7:00,53.67
03-02-2015 8:00,61.06
03-02-2015 9:00,48.94
03-02-2015 10:00,50.16
03-02-2015 11:00,40.02
03-02-2015 12:00,30.8
03-02-2015 13:00,32.73
03-02-2015 14:00,35.16
03-02-2015 15:00,33.6
03-02-2015 16:00,29.98
03-02-2015 17:00,24.09
03-02-2015 18:00,18.89
03-02-2015 19:00,20.88
03-02-2015 20:00,15.63
03-02-2015 21:00,15.57
03-02-2015 22:00,13.93
03-02-2015 23:00,13.54
04-02-2015 0:00,12.97
04-02-2015 1:00,12.8
04-02-2015 2:00,11.97
04-02-2015 3:00,12.19
04-02-2015 4:00,12.41
04-02-2015 5:00,12.46
04-02-2015 6:00,22.53
04-02-2015 7:00,42.69
04-02-2015 8:00,43.91
04-02-2015 9:00,42.95
04-02-2015 10:00,36.82
04-02-2015 11:00,32.11
04-02-2015 12:00,34.36
04-02-2015 13:00,32.88
04-02-2015 14:00,33.49
04-02-2015 15:00,34.4
04-02-2015 16:00,32.93
04-02-2015 17:00,25
04-02-2015 18:00,21.54
04-02-2015 19:00,21.76
04-02-2015 20:00,17.58
04-02-2015 21:00,15.34
04-02-2015 22:00,15.04
04-02-2015 23:00,14.28
05-02-2015 0:00,14.9
05-02-2015 1:00,14.83
05-02-2015 2:00,14.76
05-02-2015 3:00,13.61
05-02-2015 4:00,12.58
05-02-2015 5:00,12.51
05-02-2015 6:00,20.48
05-02-2015 7:00,30.9
05-02-2015 8:00,40.45
05-02-2015 9:00,41.84
05-02-2015 10:00,33.96
05-02-2015 11:00,33.64
05-02-2015 12:00,31.11
05-02-2015 13:00,32.08
05-02-2015 14:00,33.22
05-02-2015 15:00,33.39
05-02-2015 16:00,30.28
05-02-2015 17:00,22.28
05-02-2015 18:00,18.91
05-02-2015 19:00,19.4
05-02-2015 20:00,15.79
05-02-2015 21:00,15.41
05-02-2015 22:00,14.4
05-02-2015 23:00,13.74
06-02-2015 0:00,12.25
06-02-2015 1:00,12.05
06-02-2015 2:00,12.23
06-02-2015 3:00,12.38
06-02-2015 4:00,12.45
06-02-2015 5:00,12.43
06-02-2015 6:00,19.15
06-02-2015 7:00,26.26
06-02-2015 8:00,33.82
06-02-2015 9:00,34.1
06-02-2015 10:00,31.89
06-02-2015 11:00,31.15
06-02-2015 12:00,29.4
06-02-2015 13:00,29.46
06-02-2015 14:00,32.47
06-02-2015 15:00,31.95
06-02-2015 16:00,31.85
06-02-2015 17:00,26.33
06-02-2015 18:00,20.56
06-02-2015 19:00,19.06
06-02-2015 20:00,15.73
06-02-2015 21:00,15.47
06-02-2015 22:00,14.24
06-02-2015 23:00,13.94
07-02-2015 0:00,13.32
07-02-2015 1:00,15.37
07-02-2015 2:00,13.62
07-02-2015 3:00,12.56
07-02-2015 4:00,11.79
07-02-2015 5:00,11.52
07-02-2015 6:00,11.64
07-02-2015 7:00,11.51
07-02-2015 8:00,10.81
07-02-2015 9:00,10.92
07-02-2015 10:00,10.57
07-02-2015 11:00,11.36
07-02-2015 12:00,10.98
07-02-2015 13:00,11.07
07-02-2015 14:00,11.92
07-02-2015 15:00,11.94
07-02-2015 16:00,11.8
07-02-2015 17:00,11.53
07-02-2015 18:00,11.7
07-02-2015 19:00,12.5
07-02-2015 20:00,11.84
07-02-2015 21:00,11.74
07-02-2015 22:00,12.15
07-02-2015 23:00,12.03
08-02-2015 0:00,11.94
08-02-2015 1:00,11.88
08-02-2015 2:00,11.48
08-02-2015 3:00,11.95
08-02-2015 4:00,11.57
08-02-2015 5:00,12.03
08-02-2015 6:00,11.66
08-02-2015 7:00,11.53
08-02-2015 8:00,10.41
08-02-2015 9:00,10.75
08-02-2015 10:00,11.01
08-02-2015 11:00,11.63
08-02-2015 12:00,12.48
08-02-2015 13:00,11.34
08-02-2015 14:00,11.71
08-02-2015 15:00,11.44
08-02-2015 16:00,11.49
