timestamp,Office_Conrad
03-01-2015 12:00,11.14999962
03-01-2015 13:00,11.25
03-01-2015 14:00,6.324999809
03-01-2015 15:00,6.800000191
03-01-2015 16:00,6.074999809
03-01-2015 17:00,6.575000286
03-01-2015 18:00,6.599999905
03-01-2015 19:00,6.724999905
03-01-2015 20:00,6.625
03-01-2015 21:00,6.775000095
03-01-2015 22:00,6.925000191
03-01-2015 23:00,7.150000095
04-01-2015 0:00,5.949999809
04-01-2015 1:00,6.800000191
04-01-2015 2:00,6.625
04-01-2015 3:00,6.650000095
04-01-2015 4:00,6.099999905
04-01-2015 5:00,5.75
04-01-2015 6:00,6.525000095
04-01-2015 7:00,5.349999905
04-01-2015 8:00,5.400000095
04-01-2015 9:00,6.675000191
04-01-2015 10:00,5.050000191
04-01-2015 11:00,4.849999905
04-01-2015 12:00,5.875
04-01-2015 13:00,4.849999905
04-01-2015 14:00,5.074999809
04-01-2015 15:00,4.5
04-01-2015 16:00,4.474999905
04-01-2015 17:00,4.875
04-01-2015 18:00,6.224999905
04-01-2015 19:00,6.375
04-01-2015 20:00,4.849999905
04-01-2015 21:00,6.5
04-01-2015 22:00,5.474999905
04-01-2015 23:00,5.900000095
05-01-2015 0:00,5.375
05-01-2015 1:00,5.75
05-01-2015 2:00,5.925000191
05-01-2015 3:00,6.275000095
05-01-2015 4:00,7.949999809
05-01-2015 5:00,7.125
05-01-2015 6:00,8.225000381
05-01-2015 7:00,8.850000381
05-01-2015 8:00,13.14999962
05-01-2015 9:00,13.17500019
05-01-2015 10:00,12.17500019
05-01-2015 11:00,13.05000019
05-01-2015 12:00,11
05-01-2015 13:00,14
05-01-2015 14:00,13.875
05-01-2015 15:00,14.39999962
05-01-2015 16:00,10.67500019
05-01-2015 17:00,8.700000763
05-01-2015 18:00,8.274999619
05-01-2015 19:00,9.149999619
05-01-2015 20:00,8.574999809
05-01-2015 21:00,8.074999809
05-01-2015 22:00,8.199999809
05-01-2015 23:00,7.774999619
06-01-2015 0:00,7.774999619
06-01-2015 1:00,8.599999428
06-01-2015 2:00,7.5
06-01-2015 3:00,7.900000095
06-01-2015 4:00,7.725000381
06-01-2015 5:00,9.074999809
06-01-2015 6:00,8.5
06-01-2015 7:00,11.05000019
06-01-2015 8:00,13.14999962
06-01-2015 9:00,14.07499981
06-01-2015 10:00,12.375
06-01-2015 11:00,12.69999981
06-01-2015 12:00,11.47499943
06-01-2015 13:00,10.10000038
06-01-2015 14:00,10.10000038
06-01-2015 15:00,12.25
06-01-2015 16:00,10.5
06-01-2015 17:00,8.5
06-01-2015 18:00,7.224999905
06-01-2015 19:00,9
06-01-2015 20:00,7.574999809
06-01-2015 21:00,8.100000381
06-01-2015 22:00,7.775000095
06-01-2015 23:00,7.25
07-01-2015 0:00,8.725000381
07-01-2015 1:00,7.774999619
07-01-2015 2:00,6.949999809
07-01-2015 3:00,8.625
07-01-2015 4:00,7.599999905
07-01-2015 5:00,8.399999619
07-01-2015 6:00,8.550000191
07-01-2015 7:00,8.925000191
07-01-2015 8:00,9.949999809
07-01-2015 9:00,12.97500038
07-01-2015 10:00,12.55000019
07-01-2015 11:00,14.19999981
07-01-2015 12:00,11.77499962
07-01-2015 13:00,12.72500038
07-01-2015 14:00,14.35000038
07-01-2015 15:00,12.64999962
07-01-2015 16:00,10.14999962
07-01-2015 17:00,10.22500038
07-01-2015 18:00,9.574999809
07-01-2015 19:00,10.42500019
07-01-2015 20:00,10.04999924
07-01-2015 21:00,8.800000191
07-01-2015 22:00,7.925000191
07-01-2015 23:00,9.350000381
08-01-2015 0:00,9.324999809
08-01-2015 1:00,9.925000191
08-01-2015 2:00,9.274999619
08-01-2015 3:00,8.574999809
08-01-2015 4:00,9.125
08-01-2015 5:00,8.625
08-01-2015 6:00,9.074999809
08-01-2015 7:00,10.25
08-01-2015 8:00,12.625
08-01-2015 9:00,15.10000038
08-01-2015 10:00,15.77499962
08-01-2015 11:00,13.69999981
08-01-2015 12:00,13.39999962
08-01-2015 13:00,12.72500038
08-01-2015 14:00,15.57499981
08-01-2015 15:00,13.82500076
08-01-2015 16:00,11.85000038
08-01-2015 17:00,10.14999962
08-01-2015 18:00,9.024999619
08-01-2015 19:00,9.175000191
08-01-2015 20:00,8
08-01-2015 21:00,8.5
08-01-2015 22:00,9.300000191
08-01-2015 23:00,7.650000095
09-01-2015 0:00,6.900000095
09-01-2015 1:00,7.775000095
09-01-2015 2:00,7.925000191
09-01-2015 3:00,7.525000095
09-01-2015 4:00,7.924999714
09-01-2015 5:00,8.675000191
09-01-2015 6:00,8.050000191
09-01-2015 7:00,9.375
09-01-2015 8:00,13.05000019
09-01-2015 9:00,15.375
09-01-2015 10:00,13.94999981
09-01-2015 11:00,13.05000019
09-01-2015 12:00,13.77499962
09-01-2015 13:00,12.625
09-01-2015 14:00,14.39999962
09-01-2015 15:00,12.72500038
09-01-2015 16:00,11.32499981
09-01-2015 17:00,8.949999809
09-01-2015 18:00,9.350000381
09-01-2015 19:00,9.450000763
09-01-2015 20:00,7.25
09-01-2015 21:00,9.199999809
09-01-2015 22:00,8.399999619
09-01-2015 23:00,8.725000381
10-01-2015 0:00,7.724999905
10-01-2015 1:00,8.300000191
10-01-2015 2:00,7.599999905
10-01-2015 3:00,8.149999619
10-01-2015 4:00,8.425000191
10-01-2015 5:00,8.774999619
10-01-2015 6:00,9
10-01-2015 7:00,8.024999619
10-01-2015 8:00,8.274999619
10-01-2015 9:00,8.5
10-01-2015 10:00,8.175000191
10-01-2015 11:00,6.824999809
10-01-2015 12:00,7.699999809
10-01-2015 13:00,8.899999619
10-01-2015 14:00,7.674999714
10-01-2015 15:00,6.199999809
10-01-2015 16:00,8.074999809
10-01-2015 17:00,8.324999809
10-01-2015 18:00,7.850000381
10-01-2015 19:00,7.824999809
10-01-2015 20:00,8.074999809
10-01-2015 21:00,8.600000381
10-01-2015 22:00,7.474999905
10-01-2015 23:00,8.25
11-01-2015 0:00,7.800000191
11-01-2015 1:00,7.599999905
11-01-2015 2:00,7.5
11-01-2015 3:00,7.75
11-01-2015 4:00,7.975000381
11-01-2015 5:00,8.149999619
11-01-2015 6:00,7.175000191
11-01-2015 7:00,8.024999619
11-01-2015 8:00,8.5
11-01-2015 9:00,5.775000095
11-01-2015 10:00,6.099999905
11-01-2015 11:00,7.199999809
11-01-2015 12:00,7.699999809
11-01-2015 13:00,7.25
11-01-2015 14:00,7.299999714
11-01-2015 15:00,6.050000191
11-01-2015 16:00,8.050000191
11-01-2015 17:00,7.125
11-01-2015 18:00,7.549999714
11-01-2015 19:00,6.849999905
11-01-2015 20:00,7.225000381
11-01-2015 21:00,7.275000095
11-01-2015 22:00,6.474999905
11-01-2015 23:00,6.949999809
12-01-2015 0:00,6.449999809
12-01-2015 1:00,7.400000095
12-01-2015 2:00,6.150000095
12-01-2015 3:00,7.699999809
12-01-2015 4:00,6.849999905
12-01-2015 5:00,8.175000191
12-01-2015 6:00,9.024999619
12-01-2015 7:00,8.925000191
12-01-2015 8:00,11.22500038
12-01-2015 9:00,12.77499962
12-01-2015 10:00,12.97500038
12-01-2015 11:00,12.77499962
12-01-2015 12:00,12.67500019
12-01-2015 13:00,11.22499943
12-01-2015 14:00,12.75
12-01-2015 15:00,11.19999981
12-01-2015 16:00,9.5
12-01-2015 17:00,10.05000019
12-01-2015 18:00,8.25
12-01-2015 19:00,8.25
12-01-2015 20:00,8.050000191
12-01-2015 21:00,7.650000095
12-01-2015 22:00,8.524999619
12-01-2015 23:00,7.824999809
13-01-2015 00:00,8.024999619
13-01-2015 01:00,6.375
13-01-2015 02:00,9.725000381
13-01-2015 03:00,7.199999809
13-01-2015 04:00,8.324999809
13-01-2015 05:00,8.675000191
13-01-2015 06:00,8.574999809
13-01-2015 07:00,10.17500019
13-01-2015 08:00,10.77499962
13-01-2015 09:00,15.60000038
13-01-2015 10:00,14.32499981
13-01-2015 11:00,15.42500019
13-01-2015 12:00,11.20000076
13-01-2015 13:00,13.625
13-01-2015 14:00,11.44999981
13-01-2015 15:00,12.82499981
13-01-2015 16:00,11.30000019
13-01-2015 17:00,10.125
13-01-2015 18:00,9.300000191
13-01-2015 19:00,10.14999962
13-01-2015 20:00,8.649999619
13-01-2015 21:00,9.824999809
13-01-2015 22:00,9.425000191
13-01-2015 23:00,9.625
14-01-2015 00:00,8.524999619
14-01-2015 01:00,10.19999981
14-01-2015 02:00,8.774999619
14-01-2015 03:00,8.649999619
14-01-2015 04:00,9.75
14-01-2015 05:00,9.75
14-01-2015 06:00,9.949999809
14-01-2015 07:00,11.89999962
14-01-2015 08:00,13.875
14-01-2015 09:00,14.045
14-01-2015 10:00,14.75
14-01-2015 11:00,13.92500019
14-01-2015 12:00,12.69999981
14-01-2015 13:00,11.72499943
14-01-2015 14:00,15.125
14-01-2015 15:00,13.89999962
14-01-2015 16:00,12.05000019
14-01-2015 17:00,9.899999619
14-01-2015 18:00,9.449999809
14-01-2015 19:00,10.44999981
14-01-2015 20:00,14.875
14-01-2015 21:00,11.75
14-01-2015 22:00,13.35000038
14-01-2015 23:00,9.475000381
15-01-2015 00:00,9.125
15-01-2015 01:00,9.150000572
15-01-2015 02:00,9.425000191
15-01-2015 03:00,8.800000191
15-01-2015 04:00,9.175000191
15-01-2015 05:00,10.35000038
15-01-2015 06:00,9.475000381
15-01-2015 07:00,9.225000381
15-01-2015 08:00,13.55000019
15-01-2015 09:00,15.20000076
15-01-2015 10:00,14.39999962
15-01-2015 11:00,14.35000038
15-01-2015 12:00,12.17500019
15-01-2015 13:00,13.57499981
15-01-2015 14:00,12.875
15-01-2015 15:00,11
15-01-2015 16:00,12.52499962
15-01-2015 17:00,11.02499962
15-01-2015 18:00,11.05000019
15-01-2015 19:00,10
15-01-2015 20:00,11.32499981
15-01-2015 21:00,9.524999619
15-01-2015 22:00,10.17500019
15-01-2015 23:00,10.89999962
16-01-2015 00:00,10.875
16-01-2015 01:00,10.19999981
16-01-2015 02:00,10.02499962
16-01-2015 03:00,10.69999981
16-01-2015 04:00,10.42500019
16-01-2015 05:00,11.39999962
16-01-2015 06:00,10.875
16-01-2015 07:00,11.375
16-01-2015 08:00,12.30000019
16-01-2015 09:00,15.72500038
16-01-2015 10:00,14.94999981
16-01-2015 11:00,13.24
16-01-2015 12:00,13.1175
16-01-2015 13:00,13.15
16-01-2015 14:00,13.45
16-01-2015 15:00,15
16-01-2015 16:00,13.75
16-01-2015 17:00,12.57499981
16-01-2015 18:00,12.69999981
16-01-2015 19:00,10.35000038
16-01-2015 20:00,11.27499962
16-01-2015 21:00,10.80000019
16-01-2015 22:00,10.14999962
16-01-2015 23:00,11.07499981
17-01-2015 00:00,10.10000038
17-01-2015 01:00,10.30000019
17-01-2015 02:00,9.325000763
17-01-2015 03:00,10.72500038
17-01-2015 04:00,11.10000038
17-01-2015 05:00,10.47500038
17-01-2015 06:00,9.625
17-01-2015 07:00,11.80000019
17-01-2015 08:00,10.5
17-01-2015 09:00,10.35000038
17-01-2015 10:00,10.80000019
17-01-2015 11:00,13.30000019
17-01-2015 12:00,12.54999924
17-01-2015 13:00,10.80000019
17-01-2015 14:00,11.35000038
17-01-2015 15:00,12.125
17-01-2015 16:00,9.074999809
17-01-2015 17:00,10.625
17-01-2015 18:00,7.975000381
17-01-2015 19:00,11.47500038
17-01-2015 20:00,8.925000191
17-01-2015 21:00,9.125
17-01-2015 22:00,10.39999962
17-01-2015 23:00,8.449999809
18-01-2015 00:00,9.125
18-01-2015 01:00,9.399999619
18-01-2015 02:00,9.050000191
18-01-2015 03:00,8.600000381
18-01-2015 04:00,10.19999981
18-01-2015 05:00,8.449999809
18-01-2015 06:00,9.324999809
18-01-2015 07:00,9.050000191
18-01-2015 08:00,9.125
18-01-2015 09:00,9.5
18-01-2015 10:00,11.97500038
18-01-2015 11:00,12.875
18-01-2015 12:00,9.800000191
18-01-2015 13:00,8.449999809
18-01-2015 14:00,9.149999619
18-01-2015 15:00,8.274999619
18-01-2015 16:00,8.824999809
18-01-2015 17:00,8.375
18-01-2015 18:00,8.675000191
18-01-2015 19:00,9.25
18-01-2015 20:00,8.524999619
18-01-2015 21:00,10.05000019
18-01-2015 22:00,7.375
18-01-2015 23:00,9.324999809
19-01-2015 00:00,8.475000381
19-01-2015 01:00,8.199999809
19-01-2015 02:00,9.650000572
19-01-2015 03:00,8.925000191
19-01-2015 04:00,8.774999619
19-01-2015 05:00,8.649999619
19-01-2015 06:00,9.625
19-01-2015 07:00,9.125
19-01-2015 08:00,8.524999619
19-01-2015 09:00,8.75
19-01-2015 10:00,10.5
19-01-2015 11:00,9.824999809
19-01-2015 12:00,9.875
19-01-2015 13:00,9.550000191
19-01-2015 14:00,8.199999809
19-01-2015 15:00,9.775000572
19-01-2015 16:00,9.074999809
19-01-2015 17:00,10.60000038
19-01-2015 18:00,10.45000076
19-01-2015 19:00,12.44999981
19-01-2015 20:00,11.5
19-01-2015 21:00,10.10000038
19-01-2015 22:00,6.650000095
19-01-2015 23:00,9.475000381
20-01-2015 00:00,8.350000381
20-01-2015 01:00,9.025000572
20-01-2015 02:00,8.649999619
20-01-2015 03:00,9.699999809
20-01-2015 04:00,9.175000191
20-01-2015 05:00,9.425000191
20-01-2015 06:00,7.875
20-01-2015 07:00,10.64999962
20-01-2015 08:00,13.375
20-01-2015 09:00,13.42500019
20-01-2015 10:00,13.35000038
20-01-2015 11:00,12.97500038
20-01-2015 12:00,12
20-01-2015 13:00,13.02499962
20-01-2015 14:00,13.19999981
20-01-2015 15:00,14.39999962
20-01-2015 16:00,13.14999962
20-01-2015 17:00,9.925000191
20-01-2015 18:00,10.5
20-01-2015 19:00,10.02499962
20-01-2015 20:00,9.899999619
20-01-2015 21:00,10.42500019
20-01-2015 22:00,8.550000191
20-01-2015 23:00,10.67500019
21-01-2015 00:00,7.975000381
21-01-2015 01:00,9.875
21-01-2015 02:00,11.02499962
21-01-2015 03:00,8.875
21-01-2015 04:00,10.42499924
21-01-2015 05:00,11.07499981
21-01-2015 06:00,11.17500019
21-01-2015 07:00,14.27499962
21-01-2015 08:00,13.8775
21-01-2015 09:00,14.42500019
21-01-2015 10:00,12.79999924
21-01-2015 11:00,14.10000038
21-01-2015 12:00,14.05000019
21-01-2015 13:00,13.15000057
21-01-2015 14:00,15.39999962
21-01-2015 15:00,13.94999981
21-01-2015 16:00,11.69999981
21-01-2015 17:00,11.875
21-01-2015 18:00,11.47500038
21-01-2015 19:00,11.75
21-01-2015 20:00,12.32499981
21-01-2015 21:00,10.17500019
21-01-2015 22:00,10.72500038
21-01-2015 23:00,9.699999809
22-01-2015 00:00,9.925000191
22-01-2015 01:00,10.32500076
22-01-2015 02:00,8.375
22-01-2015 03:00,8.550000191
22-01-2015 04:00,8.399999619
22-01-2015 05:00,9.100000381
22-01-2015 06:00,9.574999809
22-01-2015 07:00,12.44999981
22-01-2015 08:00,13.27499962
22-01-2015 09:00,14.57500076
22-01-2015 10:00,13.285
22-01-2015 11:00,13.2675
22-01-2015 12:00,16.125
22-01-2015 13:00,12.8075
22-01-2015 14:00,12.625
22-01-2015 15:00,12.3875
22-01-2015 16:00,15.17500019
22-01-2015 17:00,15.32500076
22-01-2015 18:00,14.35000038
22-01-2015 19:00,11.17500019
22-01-2015 20:00,10.55000019
22-01-2015 21:00,11.22500038
22-01-2015 22:00,9.074999809
22-01-2015 23:00,8.774999619
23-01-2015 00:00,9.600000381
23-01-2015 01:00,9.625
23-01-2015 02:00,10.05000019
23-01-2015 03:00,8.875
23-01-2015 04:00,9.300000191
23-01-2015 05:00,8.524999619
23-01-2015 06:00,10.07499981
23-01-2015 07:00,11.30000019
23-01-2015 08:00,12.80000019
23-01-2015 09:00,14.94999981
23-01-2015 10:00,13.19999981
23-01-2015 11:00,15.02499962
23-01-2015 12:00,13.17500019
23-01-2015 13:00,12.4125
23-01-2015 14:00,14.14999962
23-01-2015 15:00,13.72500038
23-01-2015 16:00,12.35000038
23-01-2015 17:00,12.17500019
23-01-2015 18:00,9.674999237
23-01-2015 19:00,9.649999619
23-01-2015 20:00,9.5
23-01-2015 21:00,9.550000191
23-01-2015 22:00,8.625
23-01-2015 23:00,10.05000019
24-01-2015 00:00,8.049999237
24-01-2015 01:00,10.07499981
24-01-2015 02:00,7.974999905
24-01-2015 03:00,9.5
24-01-2015 04:00,8
24-01-2015 05:00,9.425000191
24-01-2015 06:00,8.349999428
24-01-2015 07:00,10.27499962
24-01-2015 08:00,8.774999619
24-01-2015 09:00,10.125
24-01-2015 10:00,8.375
24-01-2015 11:00,8.800000191
24-01-2015 12:00,8.524999619
24-01-2015 13:00,12.44999981
24-01-2015 14:00,11.57499981
24-01-2015 15:00,10.75
24-01-2015 16:00,11.64999962
24-01-2015 17:00,8.824999809
24-01-2015 18:00,10.30000019
24-01-2015 19:00,10.97500038
24-01-2015 20:00,11.22500038
24-01-2015 21:00,11.14999962
24-01-2015 22:00,11.29999924
24-01-2015 23:00,7.950000286
25-01-2015 00:00,8.625
25-01-2015 01:00,8.775000572
25-01-2015 02:00,8.574999809
25-01-2015 03:00,7.449999809
25-01-2015 04:00,7.925000191
25-01-2015 05:00,9.300000191
25-01-2015 06:00,8.024999619
25-01-2015 07:00,9.675000191
25-01-2015 08:00,8.699999809
25-01-2015 09:00,8.425000191
25-01-2015 10:00,9.074999809
25-01-2015 11:00,9.225000381
25-01-2015 12:00,8.074999809
25-01-2015 13:00,10.35000038
25-01-2015 14:00,9.074999809
25-01-2015 15:00,9.125
25-01-2015 16:00,10
25-01-2015 17:00,8.850000381
25-01-2015 18:00,10.14999962
25-01-2015 19:00,9.350000381
25-01-2015 20:00,8.925000191
25-01-2015 21:00,8.949999809
25-01-2015 22:00,9.225000381
25-01-2015 23:00,8.850000381
26-01-2015 00:00,9.125
26-01-2015 01:00,9.074999809
26-01-2015 02:00,9.975000381
26-01-2015 03:00,8.375
26-01-2015 04:00,8.75
26-01-2015 05:00,8.725000381
26-01-2015 06:00,11.375
26-01-2015 07:00,11.80000019
26-01-2015 08:00,14.35000038
26-01-2015 09:00,14.33333302
26-01-2015 10:00,14.47500038
26-01-2015 11:00,15.94999981
26-01-2015 12:00,15.80000019
26-01-2015 13:00,13.14999962
26-01-2015 14:00,14.47500038
26-01-2015 15:00,13.82499981
26-01-2015 16:00,12.07499981
26-01-2015 17:00,11.735
26-01-2015 18:00,11.75
26-01-2015 19:00,11.7
26-01-2015 20:00,14.85000038
26-01-2015 21:00,15
26-01-2015 22:00,14.80000019
26-01-2015 23:00,9.655
27-01-2015 00:00,12.60000038
27-01-2015 01:00,10.75
27-01-2015 02:00,10.94999981
27-01-2015 03:00,10.25
27-01-2015 04:00,11.22500038
27-01-2015 05:00,10.22500038
27-01-2015 06:00,12.25
27-01-2015 07:00,12.27499962
27-01-2015 08:00,15.39999962
27-01-2015 09:00,14.72500038
27-01-2015 10:00,14.94999981
27-01-2015 11:00,14.35000038
27-01-2015 12:00,13.5
27-01-2015 13:00,15.27499962
27-01-2015 14:00,15.375
27-01-2015 15:00,14.17500019
27-01-2015 16:00,13.8375
27-01-2015 17:00,12.5575
27-01-2015 18:00,15.65000057
27-01-2015 19:00,13.44999981
27-01-2015 20:00,12.17500019
27-01-2015 21:00,13.17500019
27-01-2015 22:00,11.82499981
27-01-2015 23:00,9.524999619
28-01-2015 00:00,10.625
28-01-2015 01:00,10.375
28-01-2015 02:00,9.649999619
28-01-2015 03:00,10.57499981
28-01-2015 04:00,8.774999619
28-01-2015 05:00,11.25
28-01-2015 06:00,11.60000038
28-01-2015 07:00,13.65000057
28-01-2015 08:00,13.61
28-01-2015 09:00,15.75
28-01-2015 10:00,15.55000019
28-01-2015 11:00,15.375
28-01-2015 12:00,13.35000038
28-01-2015 13:00,14.05000019
28-01-2015 14:00,12.67500019
28-01-2015 15:00,14.105
28-01-2015 16:00,12.84
28-01-2015 17:00,15.75
28-01-2015 18:00,12.1425
28-01-2015 19:00,14.10000038
28-01-2015 20:00,12.67500019
28-01-2015 21:00,13.75
28-01-2015 22:00,11.02499962
28-01-2015 23:00,10.75
29-01-2015 00:00,9.125
29-01-2015 01:00,10.89999962
29-01-2015 02:00,10.72500038
29-01-2015 03:00,9.5
29-01-2015 04:00,11.14999962
29-01-2015 05:00,10.97500038
29-01-2015 06:00,10.75
29-01-2015 07:00,13.42500019
29-01-2015 08:00,15.52499962
29-01-2015 09:00,14
29-01-2015 10:00,14.14999962
29-01-2015 11:00,15.375
29-01-2015 12:00,15.72500038
29-01-2015 13:00,16.02499962
29-01-2015 14:00,12.69999981
29-01-2015 15:00,12.47500038
29-01-2015 16:00,13.72500038
29-01-2015 17:00,12.3425
29-01-2015 18:00,14.5
29-01-2015 19:00,11.97500038
29-01-2015 20:00,13.27499962
29-01-2015 21:00,11.52499962
29-01-2015 22:00,9.775000572
29-01-2015 23:00,9.699999809
30-01-2015 00:00,10.44999981
30-01-2015 01:00,8.300000191
30-01-2015 02:00,9.125
30-01-2015 03:00,9.350000381
30-01-2015 04:00,10.55000019
30-01-2015 05:00,8.600000381
30-01-2015 06:00,10.67500019
30-01-2015 07:00,11.17500019
30-01-2015 08:00,12.32499981
30-01-2015 09:00,13.77499962
30-01-2015 10:00,13.94999981
30-01-2015 11:00,14.69999981
30-01-2015 12:00,12.80000019
30-01-2015 13:00,14
30-01-2015 14:00,13.8825
30-01-2015 15:00,15.25
30-01-2015 16:00,13.75
30-01-2015 17:00,10.75
30-01-2015 18:00,10.32500076
30-01-2015 19:00,12.75
30-01-2015 20:00,12.375
30-01-2015 21:00,12.55000019
30-01-2015 22:00,10.52499962
30-01-2015 23:00,10.42500019
31-01-2015 00:00,10.14999962
31-01-2015 01:00,10.14999962
31-01-2015 02:00,10.72500038
31-01-2015 03:00,10.44999981
31-01-2015 04:00,10.19999981
31-01-2015 05:00,10.97500038
31-01-2015 06:00,10.375
31-01-2015 07:00,10.94999981
31-01-2015 08:00,9.675000191
31-01-2015 09:00,10.97500038
31-01-2015 10:00,10.47499943
31-01-2015 11:00,10.92500019
31-01-2015 12:00,11.60000038
31-01-2015 13:00,9.975000381
31-01-2015 14:00,10.17500019
31-01-2015 15:00,9.5
31-01-2015 16:00,9.975000381
31-01-2015 17:00,12.60000038
31-01-2015 18:00,11.02499962
31-01-2015 19:00,13.19999981
31-01-2015 20:00,14.25
31-01-2015 21:00,12.67500019
31-01-2015 22:00,11.125
31-01-2015 23:00,9.074999809
01-02-2015 0:00,10.875
01-02-2015 1:00,10.02499962
01-02-2015 2:00,9.099999428
01-02-2015 3:00,10.17500019
01-02-2015 4:00,9.925000191
01-02-2015 5:00,10.42500019
01-02-2015 6:00,8.375
01-02-2015 7:00,8.449999809
01-02-2015 8:00,8.725000381
01-02-2015 9:00,9.175000191
01-02-2015 10:00,9.625
01-02-2015 11:00,10.27499962
01-02-2015 12:00,10.25
01-02-2015 13:00,9.550000191
01-02-2015 14:00,10.10000038
01-02-2015 15:00,11.32499981
01-02-2015 16:00,9.75
01-02-2015 17:00,9.324999809
01-02-2015 18:00,10.72500038
01-02-2015 19:00,10.32500076
01-02-2015 20:00,9.649999619
01-02-2015 21:00,7.375
01-02-2015 22:00,11.39999962
01-02-2015 23:00,10.77499962
02-02-2015 0:00,9.425000191
02-02-2015 1:00,9.699999809
02-02-2015 2:00,9.875
02-02-2015 3:00,10.69999981
02-02-2015 4:00,8.899999619
02-02-2015 5:00,9.375
02-02-2015 6:00,10.69999981
02-02-2015 7:00,9.675000191
02-02-2015 8:00,13.17500019
02-02-2015 9:00,13.02499962
02-02-2015 10:00,14.92500019
02-02-2015 11:00,14.35000038
02-02-2015 12:00,14.60000038
02-02-2015 13:00,13.14999962
02-02-2015 14:00,14.0475
02-02-2015 15:00,15.02499962
02-02-2015 16:00,14.32499981
02-02-2015 17:00,12.7975
02-02-2015 18:00,15.875
02-02-2015 19:00,13.14999962
02-02-2015 20:00,10.625
02-02-2015 21:00,11.22500038
02-02-2015 22:00,9.125
02-02-2015 23:00,10.32499981
03-02-2015 0:00,9.899999619
03-02-2015 1:00,11.02499962
03-02-2015 2:00,9.899999619
03-02-2015 3:00,10.5
03-02-2015 4:00,10.42500019
03-02-2015 5:00,11
03-02-2015 6:00,13.22500038
03-02-2015 7:00,13.375
03-02-2015 8:00,15
03-02-2015 9:00,15.67500019
03-02-2015 10:00,14.90000057
03-02-2015 11:00,15.82499981
03-02-2015 12:00,14.67500019
03-02-2015 13:00,14.67499924
03-02-2015 14:00,13.875
03-02-2015 15:00,14.14999962
03-02-2015 16:00,16.125
03-02-2015 17:00,15.60000038
03-02-2015 18:00,14.47500038
03-02-2015 19:00,12.57499981
03-02-2015 20:00,10.57500076
03-02-2015 21:00,10.07499981
03-02-2015 22:00,10.44999981
03-02-2015 23:00,10.55000019
04-02-2015 0:00,9.125
04-02-2015 1:00,9.850000381
04-02-2015 2:00,10.25
04-02-2015 3:00,9.5
04-02-2015 4:00,8.199999809
04-02-2015 5:00,10.94999981
04-02-2015 6:00,11.55000019
04-02-2015 7:00,13.25
04-02-2015 8:00,14
04-02-2015 9:00,12.97500038
04-02-2015 10:00,12.42500019
04-02-2015 11:00,12.94999981
04-02-2015 12:00,14.52499962
04-02-2015 13:00,16.10000038
04-02-2015 14:00,13.685
04-02-2015 15:00,13.5925
04-02-2015 16:00,12.2675
04-02-2015 17:00,14.375
04-02-2015 18:00,14.19999981
04-02-2015 19:00,11.85000038
04-02-2015 20:00,12.77499962
04-02-2015 21:00,11.92500019
04-02-2015 22:00,8.5
04-02-2015 23:00,9.100000381
05-02-2015 0:00,8.199999809
05-02-2015 1:00,9.699999809
05-02-2015 2:00,9
05-02-2015 3:00,9.975000381
05-02-2015 4:00,9.875
05-02-2015 5:00,10.35000038
05-02-2015 6:00,11.5
